isotopeLabel,compound,formula,M,H,L,N,I,G,E,F,J,K,C,A,B,D
C12 PARENT,TG(16:0_22:0_18:1),C59H115O6N,15013605,27670166,7377592,28444342,22813664,NA,11321944,31182928,9186664,14090403,NA,17015896,13942600,14678343
C13-label-1,TG(16:0_22:0_18:1),C59H115O6N,9594935,18239118,4572927.5,19143146,14736711,NA,7341296.5,20274808,6117978.5,9412221,NA,11121917,9377612,9068156
C13-label-18,TG(16:0_22:0_18:1),C59H115O6N,0,0,0,0,11417.57,NA,7842.23,0,0,0,NA,6423.83,0,0
C13-label-19,TG(16:0_22:0_18:1),C59H115O6N,0,0,0,0,0,NA,0,0,7142.5,0,NA,0,0,0
C13-label-2,TG(16:0_22:0_18:1),C59H115O6N,3599921,7037959.5,1895586.12,9499309,6804805.5,NA,3119151.25,8385584,2751472.5,4630383.5,NA,5695784,4749536.5,4189828.75
C13-label-3,TG(16:0_22:0_18:1),C59H115O6N,924466.44,1776800,486215.62,3084719,2131884,NA,873800.19,2565268.75,922026.94,1494603.88,NA,2002682.88,1630443,1546439.62
C13-label-34,TG(16:0_22:0_18:1),C59H115O6N,0,7035.94,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-39,TG(16:0_22:0_18:1),C59H115O6N,0,0,4297.11,0,0,NA,0,0,5084.39,0,NA,0,0,0
C13-label-4,TG(16:0_22:0_18:1),C59H115O6N,202642.62,438851.16,83270.04,1123129.12,652887.44,NA,294123.59,724701.25,267342.5,482084.41,NA,676527.5,612426.81,477249.88
C13-label-42,TG(16:0_22:0_18:1),C59H115O6N,0,9855.28,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-44,TG(16:0_22:0_18:1),C59H115O6N,6029.02,0,0,0,0,NA,0,0,7134.09,0,NA,0,0,0
C13-label-46,TG(16:0_22:0_18:1),C59H115O6N,0,0,5414.5,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-5,TG(16:0_22:0_18:1),C59H115O6N,49058.61,104980.47,44128.72,321128.66,199605.42,NA,62428.46,213346.95,48532.14,188247.94,NA,239965.88,205172.7,173886.08
C13-label-6,TG(16:0_22:0_18:1),C59H115O6N,14585.97,12156.2,0,139904.73,72487.3,NA,12400.58,91182.23,15564.48,30675.12,NA,71358.99,74612.05,67727.05
C12 PARENT,TG(16:1_20:5_22:6),C61H97O6N,6560444.5,8991657,3938446,5878014.5,5933092,NA,5279579.5,10372933,16943416,18299026,NA,19666302,23020542,18230270
C13-label-1,TG(16:1_20:5_22:6),C61H97O6N,4360096,5723345.5,2685647.75,3949647.75,3986375,NA,3807715.25,6971697.5,11636437,12640672,NA,14010149,16082859,12381429
C13-label-12,TG(16:1_20:5_22:6),C61H97O6N,0,0,16745.69,13743.79,20631.74,NA,9041.32,0,0,0,NA,0,0,0
C13-label-16,TG(16:1_20:5_22:6),C61H97O6N,99384.55,99446,66328.9,43015.52,48418.45,NA,37607.54,76937.52,89813.44,69340.15,NA,69280.42,108371.19,62513.83
C13-label-17,TG(16:1_20:5_22:6),C61H97O6N,28610.11,22622.3,29097.42,51606.7,25183.82,NA,26461.49,18661.71,79221.87,50648.73,NA,36414.61,59049.67,0
C13-label-18,TG(16:1_20:5_22:6),C61H97O6N,79802.07,86032.16,43447.45,44916.84,41564.75,NA,125459.69,157527.83,133814.05,190461.7,NA,197360.55,238565.2,230791.77
C13-label-19,TG(16:1_20:5_22:6),C61H97O6N,195466.11,193614.69,106134.26,74604.04,182359.17,NA,226603.55,162582.08,218720.52,209077.92,NA,370898.53,507169.09,332001.81
C13-label-2,TG(16:1_20:5_22:6),C61H97O6N,1086103,1324862.62,542503.94,929755.19,1129520.62,NA,985589.5,1906529.38,2958593.25,2944580,NA,4041200.75,4025065.25,3465845.75
C13-label-20,TG(16:1_20:5_22:6),C61H97O6N,26372.97,14023.78,38039.61,42265.29,78210.47,NA,64311.49,88219.94,118602.23,0,NA,87406.65,57031.56,79681.43
C13-label-21,TG(16:1_20:5_22:6),C61H97O6N,144815.16,119679.25,49056.19,48137.07,112559.99,NA,171597.48,150427.42,254172.92,96818.29,NA,267143.47,266315.28,322618.88
C13-label-22,TG(16:1_20:5_22:6),C61H97O6N,36589.54,0,13100.05,11450.5,14204.42,NA,68003.21,33176.79,90679.04,36480.7,NA,102082.52,44804.91,0
C13-label-25,TG(16:1_20:5_22:6),C61H97O6N,10575.17,22667.79,9080.96,0,0,NA,0,20525.91,12527.44,0,NA,0,20528.41,0
C13-label-27,TG(16:1_20:5_22:6),C61H97O6N,14808.35,0,0,12023.17,0,NA,0,15966.94,0,0,NA,0,0,0
C13-label-3,TG(16:1_20:5_22:6),C61H97O6N,512829.28,0,232587.06,1107913.38,1139021.75,NA,212781.86,1148435.38,2778639.5,1005342.94,NA,3026047.75,3749115,3100694.75
C13-label-36,TG(16:1_20:5_22:6),C61H97O6N,0,0,0,0,0,NA,9909.81,0,0,0,NA,0,0,0
C13-label-37,TG(16:1_20:5_22:6),C61H97O6N,15066.97,0,0,0,0,NA,0,0,0,0,NA,40288.91,25077.13,0
C13-label-4,TG(16:1_20:5_22:6),C61H97O6N,241894.48,0,0,0,1055028.75,NA,0,0,1558053.62,227853.55,NA,1552542,974653.31,1832266.62
C13-label-5,TG(16:1_20:5_22:6),C61H97O6N,178372.62,0,29393.34,208751.61,208541.14,NA,146302.53,581079.88,653310.75,590613.19,NA,520894.5,936729.19,560296.94
C13-label-50,TG(16:1_20:5_22:6),C61H97O6N,0,18827.18,11260.84,12687.78,0,NA,0,0,0,0,NA,0,0,16634.31
C13-label-6,TG(16:1_20:5_22:6),C61H97O6N,89058.78,106636.57,35316.68,25079.62,49436.3,NA,98464.68,115558.46,198469.17,176055.45,NA,67574.15,161090.05,72726.41
C13-label-7,TG(16:1_20:5_22:6),C61H97O6N,21163.2,33655.87,9649.47,18973.04,0,NA,0,20536.4,30146.34,28885.68,NA,17859.98,28616.04,14682.54
C12 PARENT,TG(16:1_22:6_22:6),C63H99O6N,85976256,82690456,23822152,40918176,58986204,NA,70803784,78281720,86816408,97980872,NA,88442072,80563832,100222840
C13-label-1,TG(16:1_22:6_22:6),C63H99O6N,56921676,58290080,16935148,28092592,40721488,NA,51560672,56645036,63590276,70219296,NA,64659616,59821676,72975016
C13-label-15,TG(16:1_22:6_22:6),C63H99O6N,0,0,0,0,0,NA,9378.82,13504.27,14254.98,23646.21,NA,0,0,0
C13-label-16,TG(16:1_22:6_22:6),C63H99O6N,205944.89,247212,39992.39,68187.79,92473.91,NA,277473.91,245203.88,163106.33,256783.92,NA,359060.5,390163.66,357497.66
C13-label-17,TG(16:1_22:6_22:6),C63H99O6N,638651.19,552049.56,110572.34,238769.33,350273.03,NA,838911.94,507731.34,765385.06,937362.69,NA,984322.56,1029819.94,1344634.62
C13-label-18,TG(16:1_22:6_22:6),C63H99O6N,9081896,7989001.5,1872140.5,3100038.75,3814094.75,NA,12052343,6829901.5,10564645,14275853,NA,15365352,14921743,16776799
C13-label-19,TG(16:1_22:6_22:6),C63H99O6N,4780461.5,3730023.25,995667.56,1407390.5,1819912.38,NA,6253723.5,3665169.25,5545447.5,6664924.5,NA,7886644,7826048,8701003
C13-label-2,TG(16:1_22:6_22:6),C63H99O6N,24192422,22405184,6425277.5,10621417,16089592,NA,21236682,18830116,24715570,27709216,NA,25840478,24021624,29938536
C13-label-20,TG(16:1_22:6_22:6),C63H99O6N,1317828.88,1133076.62,264314.72,409339.97,513955.41,NA,1906637.62,1015043.75,1654989.62,1866569,NA,2297925.25,2179174.25,2569396.25
C13-label-36,TG(16:1_22:6_22:6),C63H99O6N,0,0,0,0,0,NA,0,0,17081.29,0,NA,0,0,0
C13-label-43,TG(16:1_22:6_22:6),C63H99O6N,0,0,0,0,9550.19,NA,0,0,0,0,NA,0,0,0
C13-label-48,TG(16:1_22:6_22:6),C63H99O6N,9212.95,0,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-50,TG(16:1_22:6_22:6),C63H99O6N,0,24579.89,0,9438.63,0,NA,10547.99,14286.5,0,0,NA,0,0,0
C13-label-52,TG(16:1_22:6_22:6),C63H99O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,18077.46,0
C12 PARENT,TG(18:0_18:1_20:4),C59H107O6N,322048416,422814208,244705344,350562944,324371072,NA,206211312,482098848,370854688,361281312,NA,433961504,494989440,450767904
C13-label-1,TG(18:0_18:1_20:4),C59H107O6N,214157616,279987040,160236896,229537872,213549440,NA,137887920,315207328,241740176,237309824,NA,289114528,330310880,283329408
C13-label-15,TG(18:0_18:1_20:4),C59H107O6N,0,0,0,0,0,NA,20173.1,0,0,0,NA,0,87739.54,0
C13-label-16,TG(18:0_18:1_20:4),C59H107O6N,21898.63,0,24100.29,0,0,NA,24113.94,98818.54,0,0,NA,56931.71,0,29676.12
C13-label-17,TG(18:0_18:1_20:4),C59H107O6N,0,71613.78,42719.24,74593.91,70562.05,NA,41847.45,236201.23,49938.02,95700.37,NA,140364.95,183629.31,165477.92
C13-label-18,TG(18:0_18:1_20:4),C59H107O6N,633957.31,939004.5,922212.69,1193553.12,876914.5,NA,887716.31,2262150,1379846.38,2049261.12,NA,2384441.25,2660308.5,2272307.25
C13-label-19,TG(18:0_18:1_20:4),C59H107O6N,377471.28,605958.31,187110.61,539428.56,456008.75,NA,327352.84,765627.69,691505.81,957997.19,NA,932112.69,1284558.88,1093089
C13-label-2,TG(18:0_18:1_20:4),C59H107O6N,73634296,97554560,56295804,82266720,74053656,NA,49197248,112089016,86422624,89670688,NA,110768192,119232216,110647064
C13-label-3,TG(18:0_18:1_20:4),C59H107O6N,16612131,21785328,12401421,20425056,18058290,NA,11255028,27188234,21506214,23683816,NA,27844214,29453722,30306862
C13-label-4,TG(18:0_18:1_20:4),C59H107O6N,3062841.25,4681268,2727487.75,4173962,3372230,NA,1725321.38,5638783.5,2965650.25,5113386,NA,6490812.5,6916989.5,7106274
C13-label-7,TG(18:0_18:1_20:4),C59H107O6N,40021.96,0,0,96471.19,53316.44,NA,45837.61,89243.38,84084.29,154899.02,NA,87753.6,87631.63,187429.48
C12 PARENT,TG(18:0_18:1_22:4),C61H111O6N,49341984,66734508,50352256,67033436,69139160,NA,50061476,68904504,54471324,64358916,NA,66119424,62312332,73721784
C13-label-1,TG(18:0_18:1_22:4),C61H111O6N,32680490,45529068,33990388,46489708,49214124,NA,34589724,47478708,37889496,45171468,NA,45424156,42713292,50634848
C13-label-16,TG(18:0_18:1_22:4),C61H111O6N,0,36982.92,0,31986.4,24157.78,NA,30510.31,41636.59,36107.78,31338.31,NA,28745.47,31960.51,26661.62
C13-label-17,TG(18:0_18:1_22:4),C61H111O6N,32216.83,42233.68,46310.18,137264.83,86295.19,NA,82886.09,86474.27,81400.22,116489.78,NA,53007.38,57765.18,122084.7
C13-label-2,TG(18:0_18:1_22:4),C61H111O6N,12236527,15472357,12581776,17532802,18793210,NA,12739353,17582602,14509860,17793874,NA,17560298,20832036,18949708
C13-label-3,TG(18:0_18:1_22:4),C61H111O6N,2690149,3132034.75,3268663.75,4935463.5,4933669.5,NA,3152722,4259142.5,3711696.25,4661107.5,NA,4706973.5,7605504,4757994.5
C13-label-39,TG(18:0_18:1_22:4),C61H111O6N,0,0,0,0,0,NA,12568.19,0,0,0,NA,0,0,0
C13-label-4,TG(18:0_18:1_22:4),C61H111O6N,573405.44,726372,971943.31,1591661.12,1290238.5,NA,711541.5,1270702.88,897172.5,1289338.75,NA,1425009.12,2801030,1152645.12
C13-label-6,TG(18:0_18:1_22:4),C61H111O6N,0,0,105978.43,189636.42,64090.96,NA,15197.74,62669.22,50686.93,170425.73,NA,125310.69,295049.38,97369.02
C13-label-8,TG(18:0_18:1_22:4),C61H111O6N,35353.18,0,0,24925.48,35145.91,NA,14832.42,75815.8,29081.26,29029.83,NA,28384.56,38644.61,15512.01
C12 PARENT,TG(18:0_18:1_22:5),C61H109O6N,111227384,174550160,158735040,222667600,226479952,NA,79406472,207534400,159682352,214844736,NA,181991504,245470512,169808496
C13-label-1,TG(18:0_18:1_22:5),C61H109O6N,77461272,116894168,110809512,157435648,161385936,NA,53021660,137395040,110208968,149079664,NA,128283200,174961520,124279168
C13-label-2,TG(18:0_18:1_22:5),C61H109O6N,31165446,49967212,51198068,71299872,70009976,NA,22090806,64439548,53373120,74987160,NA,66996084,97277624,61146292
C13-label-26,TG(18:0_18:1_22:5),C61H109O6N,0,0,48536.67,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-3,TG(18:0_18:1_22:5),C61H109O6N,9195699,13688536,15689645,22172270,21539270,NA,6978644.5,19179564,18867992,26047456,NA,25195880,40983092,21566002
C13-label-4,TG(18:0_18:1_22:5),C61H109O6N,2721607,3951154,3917366.75,6462845.5,5095525.5,NA,1983492,5339408.5,5345830.5,8649762,NA,8452833,13725337,7197784.5
C13-label-5,TG(18:0_18:1_22:5),C61H109O6N,925178.31,845195.31,1339555.62,1830680.62,1524592.38,NA,574557.31,1474856.38,1411865.38,2341482.25,NA,2592646.25,3737979,1852916.88
C13-label-6,TG(18:0_18:1_22:5),C61H109O6N,142004.19,355046.16,160281,832195.69,306878.97,NA,155797.38,313257.91,366078.5,687578.06,NA,878154.94,1253933.88,561213.56
C13-label-7,TG(18:0_18:1_22:5),C61H109O6N,25322.34,37491.82,41741.83,169392.73,81294.87,NA,37286.3,212011.88,95541.72,104307.91,NA,332570.72,502748.16,248972.61
C13-label-8,TG(18:0_18:1_22:5),C61H109O6N,53376.28,73322.09,51533.06,112813.81,61941.36,NA,82066.3,71357.44,29281.19,104925.85,NA,58428.47,143093.42,184057.58
C13-label-9,TG(18:0_18:1_22:5),C61H109O6N,0,38278.71,0,0,45905.54,NA,35329.25,43788.64,0,48166.76,NA,38906.58,174907.27,56476.38
C12 PARENT,TG(18:0_18:1_24:6),C63H111O6N,25434440,42134444,41519708,50479876,61595760,NA,17388710,55145724,37914588,56511712,NA,41503500,58587724,38741340
C13-label-1,TG(18:0_18:1_24:6),C63H111O6N,17144024,29250646,29552242,33476182,42429556,NA,12495579,39401728,26082870,39513196,NA,30079866,41781836,27208054
C13-label-15,TG(18:0_18:1_24:6),C63H111O6N,0,0,0,0,0,NA,0,0,0,0,NA,32167.34,0,0
C13-label-16,TG(18:0_18:1_24:6),C63H111O6N,0,0,0,26587.86,0,NA,0,87550.59,0,0,NA,0,0,87345.61
C13-label-18,TG(18:0_18:1_24:6),C63H111O6N,616948.44,773617.94,1258682.75,1850405.38,1365479.5,NA,826637.06,1066224.5,1609321.62,2657002,NA,1711678.62,3481567.25,1580540.62
C13-label-19,TG(18:0_18:1_24:6),C63H111O6N,151425.55,265511.03,602516.5,880396.5,702925.25,NA,343748.78,714578.75,901326.06,1311224.75,NA,876714.75,1862511.88,957287.75
C13-label-2,TG(18:0_18:1_24:6),C63H111O6N,8315663.5,12299592,13110884,15692224,19546514,NA,6332401.5,16637888,14352099,19356146,NA,15299391,24453712,14463855
C13-label-22,TG(18:0_18:1_24:6),C63H111O6N,0,0,0,0,0,NA,0,0,0,43832.55,NA,29011.29,30350.63,0
C13-label-3,TG(18:0_18:1_24:6),C63H111O6N,2598350.25,3999783.25,4556106,5778532.5,6267219.5,NA,2341118,5793712,5173168.5,7739552,NA,5501282,9243783,5283900
C13-label-4,TG(18:0_18:1_24:6),C63H111O6N,961832.06,1186193.38,1204099,1597678.62,1771619.38,NA,720093.81,1511886.12,1767350.62,2617360.75,NA,1832208.62,3196335,1420377.62
C13-label-5,TG(18:0_18:1_24:6),C63H111O6N,297480.78,243250.12,287458.12,401479,155742.69,NA,137496.8,525817.75,346500.31,615342,NA,512663.16,1271623.12,397322.78
C13-label-6,TG(18:0_18:1_24:6),C63H111O6N,0,0,97557.03,86925.34,46043,NA,24909.35,58536.66,106061.26,229834.81,NA,83015.69,199592.81,70223.91
C13-label-7,TG(18:0_18:1_24:6),C63H111O6N,0,0,38721.59,0,0,NA,0,0,0,0,NA,0,97133.21,0
C13-label-8,TG(18:0_18:1_24:6),C63H111O6N,30793.47,35125.61,0,31459.15,0,NA,19188.51,0,49342.41,0,NA,39177.02,0,0
C13-label-9,TG(18:0_18:1_24:6),C63H111O6N,32751.3,0,0,0,41465.23,NA,0,0,34220.55,0,NA,0,0,0
C12 PARENT,TG(18:0_20:1_20:3),C61H113O6N,69902656,100960984,48290752,81410600,83914352,NA,35178064,121462568,38096788,58213316,NA,43184416,48834620,39098668
C13-label-1,TG(18:0_20:1_20:3),C61H113O6N,43285844,71091448,33094880,56651564,57221456,NA,24554240,81233864,27898262,37044756,NA,31180182,33741788,26687888
C13-label-16,TG(18:0_20:1_20:3),C61H113O6N,72034.02,16498.63,13523.49,114556.03,163529.11,NA,109978.54,318259.03,53217.64,170608.78,NA,152520,94520.55,65647.12
C13-label-17,TG(18:0_20:1_20:3),C61H113O6N,173694.77,124027.01,122023.5,344029.88,349741.72,NA,342366.75,693059.81,274091.53,538986.56,NA,307856.12,465506.5,323251.22
C13-label-18,TG(18:0_20:1_20:3),C61H113O6N,2314250.5,3625950,2332828.25,4591012.5,4492930.5,NA,3926314,7650436,3374337.25,6420210.5,NA,5719177.5,6497132,4418002.5
C13-label-19,TG(18:0_20:1_20:3),C61H113O6N,1288548.38,2162710.75,1105821.62,2111128.75,2045499.62,NA,1634242,3134969.25,1527984.62,2943932.25,NA,2576309.5,3372104,2120484.25
C13-label-2,TG(18:0_20:1_20:3),C61H113O6N,18755424,25898298,13727197,24593758,24184922,NA,11739959,32486352,12426283,17190038,NA,14462421,17231936,12149991
C13-label-20,TG(18:0_20:1_20:3),C61H113O6N,427767.59,661726.31,346781.59,835259.81,920573.44,NA,612591.81,1538250.62,829845.19,1464328.62,NA,1098262.88,1688200,897420.81
C13-label-21,TG(18:0_20:1_20:3),C61H113O6N,135474.58,218094.27,28019.9,179324.58,148699.59,NA,253916.95,228521.83,182924.58,275696.97,NA,278590.22,640035.69,259423.73
C13-label-22,TG(18:0_20:1_20:3),C61H113O6N,0,106881.69,0,31499.17,69026.09,NA,26941.74,20275.29,45353.45,59496.47,NA,161446.95,177996.92,46580.89
C13-label-3,TG(18:0_20:1_20:3),C61H113O6N,4701022,7342988.5,4093494,7635050,7268380,NA,4111269,10928791,4383356.5,6265754,NA,5450996.5,6006626.5,4266665.5
C13-label-4,TG(18:0_20:1_20:3),C61H113O6N,1228992.88,1319761.62,1058332.5,2070889.62,1658681,NA,1139626.88,2444372.25,1317306.38,1549152.5,NA,1781559.5,1996579.62,1293883.62
C13-label-5,TG(18:0_20:1_20:3),C61H113O6N,317149.47,135729.27,217093.98,463800.09,478866.59,NA,221124.69,505310.25,226200.73,419191.25,NA,388281.75,487376.72,343055.59
C13-label-6,TG(18:0_20:1_20:3),C61H113O6N,39316.44,17965.01,26087.4,63547.08,63416.88,NA,23478.18,293772.66,107471.12,116324.72,NA,73331.35,169387.08,69451.09
C12 PARENT,TG(18:0_20:4_22:5),C63H107O6N,68626952,76257824,60840460,79171032,97491048,NA,57143332,90411368,75377688,81788552,NA,68100552,87794552,67254368
C13-label-1,TG(18:0_20:4_22:5),C63H107O6N,46746308,51235392,42528552,56787600,68948280,NA,39902540,61937844,53495532,55389940,NA,46006524,59073440,46890932
C13-label-17,TG(18:0_20:4_22:5),C63H107O6N,236894.33,267765.72,0,171976.2,311984.91,NA,441952,274820.97,262128.12,396478.5,NA,788455.69,1000689.31,169368.23
C13-label-18,TG(18:0_20:4_22:5),C63H107O6N,4278059.5,4111611.25,3455791.25,3588070,5081203.5,NA,6661166.5,5412217,6350383.5,7487260,NA,6867789.5,9724955,6900684
C13-label-19,TG(18:0_20:4_22:5),C63H107O6N,2368732.5,1865870,1448671.5,2272466,1973508.38,NA,3842020.75,2629501.75,3117289.75,3326382.75,NA,3001639.25,4833658.5,3332415.75
C13-label-2,TG(18:0_20:4_22:5),C63H107O6N,19248584,19118110,15741889,22649642,26915776,NA,17468014,25053066,22264878,23936286,NA,19561002,26576066,19595684
C13-label-20,TG(18:0_20:4_22:5),C63H107O6N,788973.19,526138.44,182167.55,320960.16,470327.84,NA,901044.5,668674.94,524026.88,819862.06,NA,1340553.12,2272633,1083756.5
C13-label-21,TG(18:0_20:4_22:5),C63H107O6N,114419.62,127703.16,0,0,150806.11,NA,187807.77,0,243491.75,115587.94,NA,294782.03,204663.69,179237.45
C13-label-22,TG(18:0_20:4_22:5),C63H107O6N,0,0,0,0,0,NA,0,0,63024.5,0,NA,0,0,0
C13-label-34,TG(18:0_20:4_22:5),C63H107O6N,0,94478.73,0,0,0,NA,0,0,0,63716.94,NA,0,0,0
C12 PARENT,TG(18:0_20:4_22:6),C63H105O6N,23237074,20241702,29636378,36158980,34437588,NA,28407318,20177280,57508644,54672036,NA,49337376,55511024,43246544
C13-label-1,TG(18:0_20:4_22:6),C63H105O6N,16099733,15313141,22770648,23774674,25207938,NA,19416754,14756877,41905952,39656548,NA,33642436,36600900,25704746
C13-label-18,TG(18:0_20:4_22:6),C63H105O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,389106.59,0
C13-label-2,TG(18:0_20:4_22:6),C63H105O6N,6689306.5,4576660,7610528,7873358.5,7139195.5,NA,6490064.5,4728142.5,12159533,14328304,NA,10469851,11908892,9546005
C12 PARENT,TG(18:0_22:4_22:4),C65H113O6N,6678843.5,9480091,5975118.5,12919309,12946188,NA,7112570,12645099,8540011,12221653,NA,12726724,11045183,10821342
C13-label-1,TG(18:0_22:4_22:4),C65H113O6N,5020135.5,6137003.5,4379715.5,8688169,9020426,NA,5267560.5,8472203,6133873.5,8825008,NA,9088929,8105697.5,7889806
C13-label-2,TG(18:0_22:4_22:4),C65H113O6N,1899192.38,2776727,1706641.12,3692424.75,4184079.25,NA,2271482,3703768,2955614.25,4253546,NA,4379284.5,3852888.75,3430075.75
C13-label-24,TG(18:0_22:4_22:4),C65H113O6N,0,0,0,0,0,NA,19368.31,0,0,0,NA,0,0,0
C13-label-3,TG(18:0_22:4_22:4),C65H113O6N,756187.75,703418.69,775322.94,1228746.62,1390967,NA,1135209.12,1227403.38,1232454.12,1788911.62,NA,1600749.12,1794180.12,1597309.62
C12 PARENT,TG(18:0_22:4_22:6),C65H109O6N,3914680.25,4623384.5,11200789,13186240,10951121,NA,7347376.5,5804593.5,19309960,19501560,NA,14621737,20793320,14386499
C13-label-1,TG(18:0_22:4_22:6),C65H109O6N,3365610.25,3377338.75,8378354.5,10523209,8455711,NA,5592155.5,3705460.75,13059571,13588621,NA,9714528,16982886,12084067
C13-label-2,TG(18:0_22:4_22:6),C65H109O6N,1560645,989934.5,2902147.75,4297842,3262991.75,NA,2044281.62,2032492,4539882.5,6338325.5,NA,5350502.5,8375221.5,3796471
C13-label-3,TG(18:0_22:4_22:6),C65H109O6N,684995.19,903566.69,1231704.88,2006031,1580098,NA,909689.19,918028.81,1987701.88,2822652.75,NA,2053884.5,4361049.5,2082623.38
C13-label-42,TG(18:0_22:4_22:6),C65H109O6N,0,0,0,0,0,NA,150962.47,0,0,0,NA,64959.53,0,0
C13-label-43,TG(18:0_22:4_22:6),C65H109O6N,0,0,0,0,0,NA,50057.02,0,154176.58,0,NA,0,0,0
C13-label-6,TG(18:0_22:4_22:6),C65H109O6N,0,0,0,0,0,NA,42026.26,0,0,144871.98,NA,82081.41,258097.3,0
C12 PARENT,TG(18:0_22:5_22:6),C65H107O6N,15545456,15338447,30368544,41177988,47478260,NA,18239334,20583752,51347676,65694752,NA,57717200,74681632,42151900
C13-label-1,TG(18:0_22:5_22:6),C65H107O6N,10805228,10967383,20101144,30802450,32527402,NA,13018021,14424673,39427048,49261004,NA,40937280,51012704,32292322
C13-label-2,TG(18:0_22:5_22:6),C65H107O6N,4250336.5,4404306.5,8889065,13669288,13983536,NA,6255204.5,6547454,19075882,21576868,NA,23926126,29886646,18260162
C13-label-3,TG(18:0_22:5_22:6),C65H107O6N,2025708.38,1780975.38,2896348,4379534.5,5059034.5,NA,2176753.25,2588898.25,7422053.5,9115503,NA,9289799,12233091,7583113.5
C13-label-37,TG(18:0_22:5_22:6),C65H107O6N,0,0,0,0,0,NA,0,0,105575.63,0,NA,0,0,0
C13-label-4,TG(18:0_22:5_22:6),C65H107O6N,450923.16,231785.5,1083626.5,1480635.38,1624461.88,NA,843937.5,607079.06,2334929.25,2885739.25,NA,3124133.75,5526106,3007964.25
C13-label-5,TG(18:0_22:5_22:6),C65H107O6N,83992.3,136889.31,313613.28,334201.59,323022.78,NA,207130.39,132260.48,438427.78,864189.56,NA,998118.5,1594191,1069690.5
C13-label-6,TG(18:0_22:5_22:6),C65H107O6N,0,80883.84,52834.85,95357.24,80739.26,NA,80043.62,0,117099.35,142122.8,NA,297334.09,410070.03,169406.48
C13-label-7,TG(18:0_22:5_22:6),C65H107O6N,0,0,0,0,38222.2,NA,0,0,103326.29,0,NA,0,0,121927.5
C13-label-9,TG(18:0_22:5_22:6),C65H107O6N,91577.55,0,0,0,0,NA,0,0,0,0,NA,0,0,0
C12 PARENT,TG(18:0_22:6_22:6),C65H105O6N,7086866,4921659.5,12406468,15657717,18475130,NA,11633457,10921999,38634032,45536016,NA,37004420,48003712,31751542
C13-label-1,TG(18:0_22:6_22:6),C65H105O6N,4766265.5,3347869.25,7451660.5,11304016,11592411,NA,8507852,6769409.5,28447718,31958962,NA,27349862,33068446,25123360
C13-label-16,TG(18:0_22:6_22:6),C65H105O6N,0,0,0,0,0,NA,0,0,103438.27,0,NA,0,0,0
C13-label-2,TG(18:0_22:6_22:6),C65H105O6N,1750730.62,1652613.38,3018900,3887306.25,4626732.5,NA,3483267.25,2790212.5,10694028,11970216,NA,10455721,13767643,7856523.5
C13-label-20,TG(18:0_22:6_22:6),C65H105O6N,0,0,0,0,0,NA,0,0,0,121770.62,NA,0,0,0
C13-label-22,TG(18:0_22:6_22:6),C65H105O6N,0,0,0,0,0,NA,0,0,0,60230.12,NA,0,0,0
C13-label-3,TG(18:0_22:6_22:6),C65H105O6N,982135.69,1020074.19,1655388.88,1955606.12,1973549.62,NA,1397932.25,1042139.06,3231658.75,3926836.25,NA,3853874.25,3881552,3046890.25
C13-label-4,TG(18:0_22:6_22:6),C65H105O6N,772623.44,664295.75,876553.19,973075.31,1288109,NA,922071.81,409677.34,969740.25,650989.31,NA,1120124.75,1230630.88,1125518.88
C13-label-5,TG(18:0_22:6_22:6),C65H105O6N,347584.91,300709.34,307377.16,372853.88,454369.66,NA,371684,302018.16,162797.7,511850.34,NA,363963.97,491979.59,370266.41
C13-label-58,TG(18:0_22:6_22:6),C65H105O6N,0,0,0,0,0,NA,35279.97,0,0,0,NA,0,0,0
C13-label-6,TG(18:0_22:6_22:6),C65H105O6N,80144.84,65518.13,97933.09,113349.95,99110.25,NA,99861.38,57674.29,180092.64,0,NA,0,104709,170220.02
C13-label-7,TG(18:0_22:6_22:6),C65H105O6N,49650.64,0,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-8,TG(18:0_22:6_22:6),C65H105O6N,0,0,68736.59,0,0,NA,28690.52,0,0,0,NA,0,0,0
C13-label-9,TG(18:0_22:6_22:6),C65H105O6N,0,0,0,0,0,NA,27198.69,0,0,0,NA,0,137730.81,0
C12 PARENT,TG(18:1_16:0_20:3),C57H105O6N,1945938560,2073066368,1729625728,1740039040,2111612032,NA,1024612672,2115229056,1534436352,1653180800,NA,1265911168,1624870400,1310266752
C13-label-1,TG(18:1_16:0_20:3),C57H105O6N,1250245760,1335311232,1108482304,1120091648,1334268288,NA,677036800,1330725760,1006995520,1092402176,NA,845508416,1076505472,870513088
C13-label-10,TG(18:1_16:0_20:3),C57H105O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,121929.5,0
