isotopeLabel,compound,formula,M,H,L,N,I,G,E,F,J,K,C,A,B,D
C13-label-21,TG(16:0_18:1_18:2) (4),C55H103O6N,10755903,10081537,5634504,12417821,7477112,NA,12660296,16464223,12943192,17968914,NA,26469474,27637968,22140174
C13-label-22,TG(16:0_18:1_18:2) (4),C55H103O6N,3719276,3607325,3667248,5863748,3684569.75,NA,5055402.5,6901836.5,3128386.75,7558426.5,NA,9836323,13189083,10374970
C13-label-23,TG(16:0_18:1_18:2) (4),C55H103O6N,745403.69,1000871,0,518325.78,963957.69,NA,939324.56,1116111.88,952014.75,1650966.62,NA,1530841.62,3605224.25,2413049.75
C13-label-24,TG(16:0_18:1_18:2) (4),C55H103O6N,399788.22,487139.66,0,686191.5,439710.03,NA,510530.84,599582.94,817159.31,1386796.25,NA,2209326.75,2571679.25,700092.81
C13-label-25,TG(16:0_18:1_18:2) (4),C55H103O6N,0,0,0,417538.22,0,NA,123203.93,507156.75,81702.45,426399.59,NA,0,1755990.88,0
C13-label-3,TG(16:0_18:1_18:2) (4),C55H103O6N,256004656,317420448,215275920,293991776,243504080,NA,193329904,378754944,273695680,307230624,NA,367708128,392569248,369895264
C13-label-36,TG(16:0_18:1_18:2) (4),C55H103O6N,0,0,0,0,0,NA,184685.56,0,399808.91,423227.53,NA,437994.03,914849,634322.44
C13-label-4,TG(16:0_18:1_18:2) (4),C55H103O6N,62471148,69175736,56930940,83314728,65624276,NA,44100420,97648808,62748820,78036040,NA,94831112,120730024,85833528
C13-label-5,TG(16:0_18:1_18:2) (4),C55H103O6N,17531954,18138010,16514677,26041770,17465696,NA,11740451,29290480,15216921,22278222,NA,27986064,43062100,26149096
C13-label-6,TG(16:0_18:1_18:2) (4),C55H103O6N,6624776.5,6567073.5,5486092.5,7984616.5,5936504,NA,3840689.75,10058766,6036073.5,7566607.5,NA,11169795,19679224,10403951
C13-label-7,TG(16:0_18:1_18:2) (4),C55H103O6N,2089295,998141.81,1628669.12,2940408.75,1525791.12,NA,1801952.88,1673001.88,779441.25,1821695.62,NA,2740028.75,8297202,2969527
C13-label-8,TG(16:0_18:1_18:2) (4),C55H103O6N,966747.5,209225.19,62611.1,365348.91,473822.38,NA,629831.25,1035012,819966,149241.98,NA,442961.09,1303021.88,592721.19
C13-label-9,TG(16:0_18:1_18:2) (4),C55H103O6N,0,55633.77,0,0,357242.72,NA,0,399866.72,0,0,NA,274595.16,827601.31,375868.09
C12 PARENT,TG(16:0_18:2_18:3),C55H99O6N,705382144,1198792064,362651808,492361216,425682784,NA,266713680,1160479360,693029376,636541504,NA,752874496,828034240,817313024
C13-label-1,TG(16:0_18:2_18:3),C55H99O6N,439321248,739802688,230672784,305644800,261096816,NA,168511504,734539776,441198592,398154496,NA,491018464,547462464,572817600
C13-label-16,TG(16:0_18:2_18:3),C55H99O6N,7322482.5,10350277,3480148,4169231.25,4645720,NA,5750242.5,14053921,9517780,9584421,NA,11898205,18382410,11648139
C13-label-17,TG(16:0_18:2_18:3),C55H99O6N,8493057,14325317,4551278.5,6129397.5,5996698,NA,6709056,17320378,13724387,15388373,NA,16649783,24395754,17829440
C13-label-18,TG(16:0_18:2_18:3),C55H99O6N,121899520,191471696,66442652,78949320,70858464,NA,87185688,252097360,188150320,191010096,NA,224354816,281226016,246744320
C13-label-19,TG(16:0_18:2_18:3),C55H99O6N,51819764,77939784,25497118,30865024,28415640,NA,37377536,108327960,82082848,83167000,NA,97135488,125396608,104720472
C13-label-2,TG(16:0_18:2_18:3),C55H99O6N,149020496,247354176,79070824,101088448,88000856,NA,57216012,258655664,142433680,134066472,NA,165005520,190183856,201502464
C13-label-20,TG(16:0_18:2_18:3),C55H99O6N,10883729,17301870,6099496,7003344.5,6671926.5,NA,8879269,25025794,17763590,18461006,NA,22494096,28524006,23525286
C13-label-21,TG(16:0_18:2_18:3),C55H99O6N,1717053.62,2744351.75,885000,1505310,972905.94,NA,1583436,3659971,2635850.75,3421145.25,NA,3444311.25,4751237.5,4213848.5
C13-label-3,TG(16:0_18:2_18:3),C55H99O6N,28896792,49436012,18001654,24181258,19269270,NA,12976727,61607620,28719418,34000908,NA,40662172,41830352,43915628
C13-label-31,TG(16:0_18:2_18:3),C55H99O6N,0,0,0,0,0,NA,0,0,73573.66,0,NA,0,0,0
C13-label-33,TG(16:0_18:2_18:3),C55H99O6N,95490.38,0,0,0,0,NA,66799.14,168370.89,147115.89,158867.91,NA,166116.58,290821.72,279453
C13-label-34,TG(16:0_18:2_18:3),C55H99O6N,748523.94,1523448,294605,203063.64,537177.94,NA,873667.19,1875807.5,1500055.12,1902244,NA,2135537.25,3229249.25,1816893.5
C13-label-35,TG(16:0_18:2_18:3),C55H99O6N,1168642.5,1790878.5,521604.84,594052.5,609621.19,NA,1151636,1947273.62,2053314.5,2240285,NA,2635714,3975484,2921273.25
C13-label-36,TG(16:0_18:2_18:3),C55H99O6N,8080558,12703945,3136645.25,4446002.5,3573867.25,NA,8304985.5,17238454,12914372,15902451,NA,22244884,25548296,21117240
C13-label-37,TG(16:0_18:2_18:3),C55H99O6N,1441323.38,2818024,737358.5,899926.25,967328.81,NA,1383665.62,2977180,2707369.75,3662025.25,NA,5656948,5687506.5,5424638
C13-label-38,TG(16:0_18:2_18:3),C55H99O6N,205160.2,326252.94,0,236795.25,87347.09,NA,268917.5,257558.62,410374.41,655085.44,NA,748219.19,903572.19,649768
C13-label-4,TG(16:0_18:2_18:3),C55H99O6N,5902452.5,9802717,4839138.5,6743454,4659592.5,NA,2909199.75,15025052,5079592,7468167.5,NA,9873791,10325567,12105723
C13-label-5,TG(16:0_18:2_18:3),C55H99O6N,1228361.62,1936848.38,1062824.62,1554827.62,960304.5,NA,497976.91,4003278,1205887.75,1921425.62,NA,1972815.38,3102492,2851056.25
C13-label-6,TG(16:0_18:2_18:3),C55H99O6N,725220,476415.66,328554.66,337811.78,775864.31,NA,163248.27,1115348.88,645882,287768.75,NA,1369128.62,1172527,1407076.12
C12 PARENT,TG(16:0_18:2_20:4),C57H101O6N,740373248,963823872,566194624,908419840,887460800,NA,417205984,954790464,1001978368,927041216,NA,870032320,1162624640,895244480
C13-label-1,TG(16:0_18:2_20:4),C57H101O6N,474153728,614695680,368356256,590863104,576555392,NA,272642944,623892032,653431872,605957824,NA,583609088,783709696,585447616
C13-label-14,TG(16:0_18:2_20:4),C57H101O6N,0,0,0,100861.59,0,NA,0,0,0,0,NA,0,0,41650.23
C13-label-15,TG(16:0_18:2_20:4),C57H101O6N,117616.85,50544.09,56659.42,0,149765.84,NA,286481.09,132921.81,234884.67,205652.56,NA,480222.84,555882.06,250342.31
C13-label-16,TG(16:0_18:2_20:4),C57H101O6N,1653779.12,2157341,1076135.88,1821821.38,1252636.25,NA,1206503.25,3366631.25,2306446.75,2147599,NA,3299871,4269956.5,2796934.25
C13-label-17,TG(16:0_18:2_20:4),C57H101O6N,4528067.5,5382630.5,3210093.75,6366373.5,6309530,NA,5151273.5,7438350.5,8469801,10814161,NA,11229131,13638775,9168131
C13-label-18,TG(16:0_18:2_20:4),C57H101O6N,62444576,68263352,47843268,80044504,73377656,NA,63547344,103422696,129359480,141088272,NA,154084064,195514704,137161344
C13-label-19,TG(16:0_18:2_20:4),C57H101O6N,29098320,28861382,21234904,34489092,30825770,NA,26474742,45743692,58628276,60307028,NA,65200164,85936248,61358516
C13-label-2,TG(16:0_18:2_20:4),C57H101O6N,170014368,226909872,136946800,227559088,216862672,NA,103172552,245733904,244793424,228640624,NA,218944880,303688832,235293424
C13-label-20,TG(16:0_18:2_20:4),C57H101O6N,8784941,9002113,5486540.5,12656608,8413889,NA,8704689,13764232,15661243,17183064,NA,17457558,25407954,16735885
C13-label-21,TG(16:0_18:2_20:4),C57H101O6N,1841300.88,1405392.62,1092235.38,2566820.75,1835773.12,NA,1247364,3142057.25,3477065.25,3732292.25,NA,3885215,5852223.5,3500235.25
C13-label-23,TG(16:0_18:2_20:4),C57H101O6N,98352.95,73300.99,76488.99,319772.88,113884.93,NA,166866.11,133840.53,228554.12,445867.91,NA,276107.56,543342.19,362575.34
C13-label-24,TG(16:0_18:2_20:4),C57H101O6N,0,0,76870.62,0,0,NA,74135.33,0,154991.42,0,NA,134084.22,156121.62,118172.62
C13-label-25,TG(16:0_18:2_20:4),C57H101O6N,0,0,0,0,0,NA,0,0,0,0,NA,117707.5,0,0
C13-label-26,TG(16:0_18:2_20:4),C57H101O6N,95960.06,387032.12,0,139417.92,0,NA,0,206122.62,0,0,NA,342185.91,177003.81,179771.31
C13-label-27,TG(16:0_18:2_20:4),C57H101O6N,0,151646.02,0,0,0,NA,0,134266.38,0,102325.32,NA,0,0,107268.93
C13-label-3,TG(16:0_18:2_20:4),C57H101O6N,40328180,53164896,33181734,59626492,51550444,NA,24820874,55880884,58163504,56066868,NA,55887868,82438848,58164428
C13-label-35,TG(16:0_18:2_20:4),C57H101O6N,43443.86,0,0,0,97433.7,NA,105835.66,257533.95,102244.82,70915.34,NA,144146.92,365006.75,107708.15
C13-label-36,TG(16:0_18:2_20:4),C57H101O6N,491155.59,1116785.62,116961.28,513954.75,295149.34,NA,926957.5,1123017.5,1481754.5,1310241.62,NA,1604974.88,2247180.75,1475232
C13-label-37,TG(16:0_18:2_20:4),C57H101O6N,94529.6,110887.52,0,69830.91,103363,NA,270111.91,358975.97,244364.62,153944.08,NA,182708.62,397274.66,389098.84
C13-label-38,TG(16:0_18:2_20:4),C57H101O6N,113642.84,87935.3,0,0,0,NA,79880.58,0,87327.49,0,NA,120216.12,320783.78,136237.11
C13-label-4,TG(16:0_18:2_20:4),C57H101O6N,9796859,13060357,6044648,16617112,13208016,NA,5929539.5,14679896,14628445,15973693,NA,13629367,21482404,14880967
C13-label-5,TG(16:0_18:2_20:4),C57H101O6N,2231161.5,3184253.75,1576402.38,4473133.5,3543330,NA,1439912,4726343.5,3876817.75,4464471,NA,3955930.75,6899888.5,4905759.5
C13-label-57,TG(16:0_18:2_20:4),C57H101O6N,0,0,53212.23,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-6,TG(16:0_18:2_20:4),C57H101O6N,1105353.12,1160913.38,732846.5,2049024.38,1155133,NA,351363.5,1055702.12,925742.19,890258.06,NA,1232023.12,2619318.5,1627060.88
C13-label-7,TG(16:0_18:2_20:4),C57H101O6N,331286.09,157727.42,138878.98,618500.75,163645.77,NA,81260.34,529525.75,339067.97,590679.94,NA,506195.59,1226562.12,315182.62
C13-label-8,TG(16:0_18:2_20:4),C57H101O6N,0,0,91762.78,139703.12,0,NA,0,85723.3,107989.1,107835.93,NA,0,538189.56,134715.14
C13-label-9,TG(16:0_18:2_20:4),C57H101O6N,0,0,0,0,0,NA,0,0,0,142853.16,NA,0,76934.95,0
C12 PARENT,TG(16:0_18:2_21:5),C58H101O6N,38774636,38813220,18768680,32713786,28258496,NA,16985704,43002156,32370008,33437346,NA,36437096,29703642,37214024
C13-label-1,TG(16:0_18:2_21:5),C58H101O6N,24183856,25199760,12146353,20921270,17010942,NA,11517649,30392870,21696200,19859960,NA,22822622,22690798,25259882
C13-label-12,TG(16:0_18:2_21:5),C58H101O6N,948097.69,332090.91,418787.59,985888.19,650803.25,NA,172436.58,1210848,465349.03,352210.53,NA,873235.31,768349.94,1781113.62
C13-label-13,TG(16:0_18:2_21:5),C58H101O6N,408621.66,225725.48,350545.25,840119.31,553820.44,NA,161708.23,399484.97,126448.7,218288.39,NA,464008.03,532284.81,1203500.62
C13-label-14,TG(16:0_18:2_21:5),C58H101O6N,220214.06,70210.8,127410.32,282926.84,131274.8,NA,298210,185956.77,0,189905,NA,231960.75,201257.61,331609.91
C13-label-16,TG(16:0_18:2_21:5),C58H101O6N,801688.06,824407.56,723657,769278.19,1028511.44,NA,621409.62,1112355.38,1171024.88,944566.44,NA,560334,1890470.5,815711.19
C13-label-17,TG(16:0_18:2_21:5),C58H101O6N,258939.56,203964.19,109172.09,202789.89,290037.62,NA,595482.5,222639.69,258625.95,658432.25,NA,694780.75,946123.81,648503.19
C13-label-18,TG(16:0_18:2_21:5),C58H101O6N,2587138,3069742.25,1529248.62,2649224.5,2221581.25,NA,2771614,4274413,3445568,3020888.75,NA,6258635.5,5032412,6260626.5
C13-label-19,TG(16:0_18:2_21:5),C58H101O6N,1366527,283792.22,319291.38,1374097.38,609547.44,NA,1176350.38,1609022,1235649.12,2255926,NA,2547899.75,2903798.75,2573476
C13-label-2,TG(16:0_18:2_21:5),C58H101O6N,8285660,7612660.5,3887822.25,7259924,5577467.5,NA,4536277.5,8716569,7060455.5,3501165,NA,9425339,7703577.5,8904601
C13-label-20,TG(16:0_18:2_21:5),C58H101O6N,238804.36,0,0,56954.68,163049.92,NA,417178.41,152436.94,214868.56,640048.5,NA,754443.81,325101.09,1322978
C13-label-3,TG(16:0_18:2_21:5),C58H101O6N,2083840,2638181.25,1340271.38,2120344,1664202.5,NA,708389.19,4293756,2950554.75,1230562.5,NA,1956837,2547156,3590381.25
C13-label-30,TG(16:0_18:2_21:5),C58H101O6N,0,0,0,0,0,NA,122745.38,0,0,0,NA,0,0,0
C13-label-34,TG(16:0_18:2_21:5),C58H101O6N,201505.48,0,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-4,TG(16:0_18:2_21:5),C58H101O6N,518554.88,464071.53,346176.25,238641.31,533285.75,NA,179874.39,589042.62,332196.59,743394.06,NA,388395,752964.44,1115400.5
C12 PARENT,TG(16:0_18:2_22:6),C59H101O6N,2447448064,2901424128,1310678144,1926968704,1829546624,NA,1507721216,3167907840,2511720704,2650512128,NA,2928860928,3193391872,3322312448
C13-label-1,TG(16:0_18:2_22:6),C59H101O6N,1647624192,1933300224,877169152,1274893440,1224037760,NA,1048095488,2110826368,1839773824,1814624256,NA,1988550272,2216686336,2306446080
C13-label-15,TG(16:0_18:2_22:6),C59H101O6N,806527.94,1184228.88,155397.45,401739.5,375830.62,NA,653755.06,1348653.62,740263.31,720780.44,NA,1224911,886360.69,1474437
C13-label-16,TG(16:0_18:2_22:6),C59H101O6N,4212152.5,6661728,1995542.62,3336070.25,2920001.25,NA,4980857,9824604,7029566.5,8028524,NA,12083073,12099235,13408983
C13-label-17,TG(16:0_18:2_22:6),C59H101O6N,15755076,17657362,8676877,10880316,11337664,NA,21334494,27831840,24581274,25160130,NA,39118708,42764076,42160232
C13-label-18,TG(16:0_18:2_22:6),C59H101O6N,226016896,260544176,115542632,158864704,145969840,NA,277267552,345671424,378587264,432426336,NA,550262848,562325120,599942208
C13-label-19,TG(16:0_18:2_22:6),C59H101O6N,106127128,117172872,53764956,72852480,65825532,NA,139228176,164417840,167519280,202946384,NA,250681808,285213280,288371040
C13-label-2,TG(16:0_18:2_22:6),C59H101O6N,609974848,715423552,327928224,486572896,451621280,NA,408125280,818043904,652759488,687229696,NA,788918464,896414464,918387712
C13-label-20,TG(16:0_18:2_22:6),C59H101O6N,31787632,33751760,15504112,22574338,20588134,NA,39128132,48858572,41128204,52774796,NA,71396840,82423032,83585792
C13-label-21,TG(16:0_18:2_22:6),C59H101O6N,7294077.5,8340967.5,3512760,5600827.5,4572216,NA,9641739,11201031,10149455,7963262.5,NA,15961696,20377366,19084072
C13-label-22,TG(16:0_18:2_22:6),C59H101O6N,1954723.12,2225406.5,1318989.12,1707922.62,1551360,NA,2595332.75,2778988.25,1931254.38,2430311.25,NA,4707028,8094612,5247607.5
C13-label-23,TG(16:0_18:2_22:6),C59H101O6N,790057.25,365033.72,156669.8,643671.06,377130.88,NA,433297.62,1029848.5,632638.56,416683.41,NA,1250306.12,1114211.62,1342784.38
C13-label-24,TG(16:0_18:2_22:6),C59H101O6N,367458.03,0,125147.22,171020.06,220484.83,NA,219331.05,319091.78,465680.84,333146.16,NA,929289.5,1115162.88,907287.94
C13-label-25,TG(16:0_18:2_22:6),C59H101O6N,0,0,0,0,0,NA,0,0,0,330081.28,NA,0,0,0
C13-label-26,TG(16:0_18:2_22:6),C59H101O6N,180223.23,0,0,49477.97,120309.6,NA,199024.55,0,0,0,NA,206995.88,190935.64,195417.62
C13-label-3,TG(16:0_18:2_22:6),C59H101O6N,153576720,185206704,89501736,127225224,122852392,NA,112238504,210755712,172903088,171643056,NA,213798848,261775280,255123888
C13-label-4,TG(16:0_18:2_22:6),C59H101O6N,37716424,40523680,22464958,36482372,28743398,NA,26996562,54590412,41188176,43362812,NA,53326140,78225288,62334508
C13-label-5,TG(16:0_18:2_22:6),C59H101O6N,11354749,10792527,6316815.5,10180457,7253800,NA,5528591.5,15038355,9229068,11584195,NA,14574979,23456586,16130696
C13-label-6,TG(16:0_18:2_22:6),C59H101O6N,4359645.5,3295155.25,2071831.88,3638348.75,2785171.25,NA,2190919,5381204.5,3297136,3846969,NA,5280472.5,10451056,6884334.5
C13-label-7,TG(16:0_18:2_22:6),C59H101O6N,1354971.75,1492282.38,557541.81,1675687,509961.47,NA,602327.44,1409668.88,1174950.88,1586495.5,NA,2277452.25,4143886.75,2452974.75
C13-label-8,TG(16:0_18:2_22:6),C59H101O6N,733577,219426.75,52774.84,149997.64,386367,NA,136512.06,373832.72,176706.33,239809.69,NA,602629.69,1612474,706897.06
C12 PARENT,TG(16:0_24:0_18:2),C61H117O6N,17161504,29543454,10185736,23796904,21550558,NA,11190475,36136480,10269297,15404395,NA,14755264,12281752,14540697
C13-label-1,TG(16:0_24:0_18:2),C61H117O6N,11283941,19790462,7260072,16219167,14660177,NA,7791877.5,24211786,7112723.5,10723567,NA,10298249,8504981,10222501
C13-label-2,TG(16:0_24:0_18:2),C61H117O6N,4494984,7478924,2784693.25,7543803.5,6355966.5,NA,3069279,10288397,2984415.25,4936982.5,NA,5034003,4237507.5,4435620
C13-label-3,TG(16:0_24:0_18:2),C61H117O6N,1132599.38,1796124.38,813728.06,2424770.25,1970037.88,NA,1104433.75,2810917.75,943996.31,1706652,NA,1755743.62,1475183,1433081.88
C13-label-4,TG(16:0_24:0_18:2),C61H117O6N,264438.22,422274.75,216559.92,735419,513880.41,NA,330689.66,854351.25,289396.5,538268.81,NA,547651.81,481459.59,415599.53
C13-label-42,TG(16:0_24:0_18:2),C61H117O6N,0,0,0,16694.02,0,NA,0,0,0,0,NA,0,0,0
C13-label-43,TG(16:0_24:0_18:2),C61H117O6N,0,0,0,0,0,NA,7109.42,0,0,0,NA,0,0,0
C13-label-5,TG(16:0_24:0_18:2),C61H117O6N,64664.82,93628.4,41923.27,209208.17,154300.62,NA,77645.99,272271.75,75307.95,157927.45,NA,134825.77,159259.42,142777.73
C13-label-6,TG(16:0_24:0_18:2),C61H117O6N,12216.33,55857.93,8547.63,64540.2,45244.56,NA,14373,40534.52,27636.08,49068.85,NA,46826.56,58470.09,18553.42
C12 PARENT,TG(16:1_18:1_18:2),C55H101O6N,3984671488,5054748160,2652244224,3335507968,2962757632,NA,2097834624,5099463680,3796744192,3743239168,NA,4096482304,4147633920,4181578752
C13-label-1,TG(16:1_18:1_18:2),C55H101O6N,2468773120,3168063488,1595820928,2052226560,1855419264,NA,1360161280,3242153728,2418140160,2394265856,NA,2681718528,2678514944,2711625728
C13-label-15,TG(16:1_18:1_18:2),C55H101O6N,951310,2193362,523058.75,1507560.12,976454.31,NA,1759025.88,2524499.25,1877885.88,1569316.62,NA,2333063.75,2932472.25,3021252.75
C13-label-16,TG(16:1_18:1_18:2),C55H101O6N,14598356,20716266,9238536,12592965,10692931,NA,16647043,32369078,17681000,25986458,NA,31767290,31551112,36374352
C13-label-17,TG(16:1_18:1_18:2),C55H101O6N,45213772,60546692,31926576,40008136,30656806,NA,58663732,72459608,67914376,82401920,NA,112950656,102044712,106732488
C13-label-18,TG(16:1_18:1_18:2),C55H101O6N,649225920,784438080,457593888,552341120,480610816,NA,777598784,1045535552,992742912,1188304512,NA,1537374336,1420732288,1466382720
C13-label-19,TG(16:1_18:1_18:2),C55H101O6N,284201184,340937632,197023424,230090256,195509440,NA,334332128,421845984,432633248,520286496,NA,685435328,647230976,658898496
C13-label-2,TG(16:1_18:1_18:2),C55H101O6N,869894912,1097645184,590773504,757124160,669461632,NA,500029952,1179642880,863024832,916217664,NA,989454272,1016270784,1006161728
C13-label-20,TG(16:1_18:1_18:2),C55H101O6N,66336192,84841464,46904460,66055756,54539728,NA,85855904,120934696,101302344,132590240,NA,173736576,188858800,186756688
C13-label-21,TG(16:1_18:1_18:2),C55H101O6N,13080400,17608880,9536161,11613425,11547803,NA,16945190,25564272,20701632,24472648,NA,35230252,39627808,32081126
C13-label-22,TG(16:1_18:1_18:2),C55H101O6N,6101988,6434644,3476827.25,6628385.5,4134902,NA,4407954.5,9304693,5214554.5,9294714,NA,12311877,15691244,10774009
C13-label-23,TG(16:1_18:1_18:2),C55H101O6N,1435791,634299,268786.78,567493.5,829194.19,NA,840674.31,2064196.62,1069567.12,1126513.88,NA,1860398,4400151,1764421
C13-label-24,TG(16:1_18:1_18:2),C55H101O6N,900840.56,0,93632.55,983193.25,453667.41,NA,585672.19,999564.69,328400.22,1170874.25,NA,1058495.12,4524967.5,953079.5
C13-label-3,TG(16:1_18:1_18:2),C55H101O6N,196071296,244637952,139126016,185525712,157215232,NA,119223464,289948768,175787184,207541888,NA,243986768,275000224,250313776
C13-label-31,TG(16:1_18:1_18:2),C55H101O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,359671.78,0
C13-label-32,TG(16:1_18:1_18:2),C55H101O6N,0,0,0,0,0,NA,0,0,0,0,NA,352965.75,0,0
C13-label-33,TG(16:1_18:1_18:2),C55H101O6N,0,440110.75,0,0,0,NA,397057.41,666063.19,314855.09,0,NA,1282395.62,452008.88,712452.69
C13-label-34,TG(16:1_18:1_18:2),C55H101O6N,2434145.25,4079050.25,604207.06,1150776.75,981634.81,NA,3183719.25,4242402.5,1750701.62,4183377,NA,7852075.5,6620040,5206070
C13-label-35,TG(16:1_18:1_18:2),C55H101O6N,4474692,8008762,1620002.5,4012965.75,3304176.75,NA,8713787,9384295,9034693,12754635,NA,18661774,17300558,17449424
C13-label-36,TG(16:1_18:1_18:2),C55H101O6N,42211532,53573084,21445706,31212666,24253518,NA,73835520,57259760,65315564,93985536,NA,145892304,133787328,129730976
C13-label-37,TG(16:1_18:1_18:2),C55H101O6N,9625128,10218632,4429013.5,6763418.5,5274399,NA,16715012,15946269,14095529,23153472,NA,32733654,29252298,29091654
C13-label-38,TG(16:1_18:1_18:2),C55H101O6N,2223213.25,2659512.75,1109356.88,1883607.12,2111328.75,NA,2768300.75,3103101.25,3426962.75,5070953.5,NA,6267090.5,8037272,5561832
C13-label-39,TG(16:1_18:1_18:2),C55H101O6N,0,0,0,0,0,NA,550691.06,472465.16,0,572026.19,NA,396494.84,1196563.25,651351.81
C13-label-4,TG(16:1_18:1_18:2),C55H101O6N,40796508,52623252,34034196,44866988,37477072,NA,28930224,63742880,43437356,51291044,NA,61396052,82946568,64947340
C13-label-40,TG(16:1_18:1_18:2),C55H101O6N,0,0,0,0,0,NA,0,451745.72,0,0,NA,0,1253502.5,604051.38
C13-label-42,TG(16:1_18:1_18:2),C55H101O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,0,318272.78
C13-label-5,TG(16:1_18:1_18:2),C55H101O6N,11147216,12471597,8637623,14431104,8962215,NA,6617575.5,17979290,8642545,14023184,NA,16102868,25196424,16539600
C13-label-6,TG(16:1_18:1_18:2),C55H101O6N,3331295.75,4822304.5,3371863.25,4483814.5,4229748.5,NA,1856164.62,7012945.5,2946501.75,5942917.5,NA,8210288,9527236,7895220.5
C13-label-7,TG(16:1_18:1_18:2),C55H101O6N,994402.44,1576737.62,505146.03,1139393.88,1449316.88,NA,552944.56,1807746.38,813556.31,1556897.88,NA,1671906.62,4932877.5,723391.19
C13-label-8,TG(16:1_18:1_18:2),C55H101O6N,928910.19,229607,0,110231.41,0,NA,270652.38,895291.44,603980.81,75625.84,NA,1156530.5,2382947.25,282718.59
C13-label-9,TG(16:1_18:1_18:2),C55H101O6N,389376.03,0,0,0,0,NA,0,0,0,0,NA,316059.72,321371,125032.88
C12 PARENT,TG(16:1_18:2_18:4),C55H95O6N,21112222,43098532,10825930,11645945,11687139,NA,11185223,40874032,31842990,36697344,NA,36422548,43914132,37641744
C13-label-1,TG(16:1_18:2_18:4),C55H95O6N,13024431,26446384,6644041.5,7155333.5,7112494.5,NA,7248508,25467262,20090870,22949670,NA,23411736,25844440,24186454
C13-label-14,TG(16:1_18:2_18:4),C55H95O6N,28868.06,37843.38,25351.46,0,54130.77,NA,0,22763.41,119034.75,69606.84,NA,126266.9,256667.12,117216.6
C13-label-17,TG(16:1_18:2_18:4),C55H95O6N,113663.09,101150,18549.32,43045.09,68737.73,NA,45999.86,171805.66,198241.55,216980.08,NA,161060.64,341157.09,253897.95
C13-label-18,TG(16:1_18:2_18:4),C55H95O6N,1599425,2697793.5,733176.06,819896.94,841024.69,NA,1936184.38,3928452.75,3934223.25,4956987.5,NA,4978800.5,5533629.5,5121892.5
C13-label-19,TG(16:1_18:2_18:4),C55H95O6N,715385.5,1210244.5,254009.7,400603,323792.84,NA,769779.81,1778553.5,1562641.38,2225760.25,NA,2162193.25,2531486.25,2361421
C13-label-2,TG(16:1_18:2_18:4),C55H95O6N,4432212.5,9018417,2137115.25,1597356,2372643.25,NA,2657192.25,8842544,6757418.5,8642199,NA,5426446.5,9384813,9411311
C13-label-20,TG(16:1_18:2_18:4),C55H95O6N,239131,146176.58,26861.41,88912.38,94250.43,NA,106986.77,327173.66,281433.28,279207.53,NA,512062.22,716138.69,623092.69
C13-label-22,TG(16:1_18:2_18:4),C55H95O6N,0,0,0,0,0,NA,17089.51,38525.2,42468.52,0,NA,0,81101.52,47152.88
C13-label-3,TG(16:1_18:2_18:4),C55H95O6N,1299322,2295112.25,426386.34,613861.25,524707.81,NA,685594.06,2606300.75,1902445,1946925.38,NA,1641863.38,3691640,2768250.75
C13-label-36,TG(16:1_18:2_18:4),C55H95O6N,56989.11,19817.65,12042.96,0,0,NA,61256.33,35228.6,130439.5,134001.55,NA,92000.5,138082.58,91667.6
C13-label-44,TG(16:1_18:2_18:4),C55H95O6N,0,20278.57,0,0,0,NA,0,0,0,0,NA,0,0,0
C13-label-50,TG(16:1_18:2_18:4),C55H95O6N,0,0,0,0,0,NA,0,0,0,0,NA,0,0,21269.7
C12 PARENT,TG(16:2_18:2_22:6),C59H97O6N,43155940,65737364,17036542,25659080,28298016,NA,24779368,76059856,64030496,63657860,NA,62837764,72150120,69765288
C13-label-1,TG(16:2_18:2_22:6),C59H97O6N,28386168,44265840,11016268,17341234,18797026,NA,16549997,49318204,43435600,43532672,NA,42051716,50432384,47687876
C13-label-11,TG(16:2_18:2_22:6),C59H97O6N,0,0,0,7431.57,0,NA,0,0,0,0,NA,0,19071.85,12905.76
C13-label-12,TG(16:2_18:2_22:6),C59H97O6N,0,0,0,0,0,NA,11052.72,0,0,0,NA,0,0,0
C13-label-13,TG(16:2_18:2_22:6),C59H97O6N,0,0,0,0,0,NA,8727.95,0,0,0,NA,23830.98,0,0
C13-label-14,TG(16:2_18:2_22:6),C59H97O6N,13144.31,34016.45,8747.58,0,0,NA,17964.58,36124.32,20801.47,31848.7,NA,27352.12,38509.75,48278.52
C13-label-15,TG(16:2_18:2_22:6),C59H97O6N,114190.37,127378.45,23338.57,32703.87,92901.98,NA,120359.76,182214.64,307699.66,247470.45,NA,224917.08,409424.22,277092.03
C13-label-16,TG(16:2_18:2_22:6),C59H97O6N,2037035.5,2223063,757976.19,909321.56,1206690.88,NA,2517825,3211352.75,4909485.5,4064725.25,NA,4817317.5,7448089.5,5191804.5
C13-label-17,TG(16:2_18:2_22:6),C59H97O6N,1139754.88,1165388.12,371981,502608.62,787211.19,NA,1502343.88,1794861.62,2475421.75,2261287.5,NA,2574962.25,4368406,2956630.25
